,MMSI,BaseDateTime,LAT,LON,SOG,COG
6325312,316001251,2019-01-01T20:24:28,49.37676,-123.27139,2.2,189.3
6330569,316001251,2019-01-01T20:25:38,49.37633,-123.27149,0.7,182.4
6334281,316001251,2019-01-01T20:21:04,49.38327,-123.27165,11.5,155.1
6347048,316001251,2019-01-01T20:26:47,49.37623,-123.27149,0.1,123.4
6350062,316001251,2019-01-01T20:28:07,49.37622,-123.27148,0.0,82.0
6355868,316001251,2019-01-01T20:29:08,49.37622,-123.27147,0.0,29.1
6367163,316001251,2019-01-01T20:30:18,49.37622,-123.27147,0.0,117.2
6368580,316001251,2019-01-01T20:31:27,49.37622,-123.27147,0.0,61.5
6376958,316001251,2019-01-01T20:33:07,49.37622,-123.27148,0.0,174.9
6383260,316001251,2019-01-01T20:34:27,49.37622,-123.27148,0.0,155.5
6387063,316001251,2019-01-01T20:35:47,49.37622,-123.27147,0.0,50.7
6402013,316001251,2019-01-01T20:37:18,49.37622,-123.27147,0.0,159.6
6405741,316001251,2019-01-01T20:38:27,49.37622,-123.27147,0.0,24.6
6420204,316001251,2019-01-01T20:40:57,49.37622,-123.27147,0.0,84.6
6424072,316001251,2019-01-01T20:42:07,49.37621,-123.27147,0.0,24.6
6432540,316001251,2019-01-01T20:43:48,49.37622,-123.27147,0.0,226.1
6438800,316001251,2019-01-01T20:45:08,49.37622,-123.27146,0.0,311.0
6443714,316001251,2019-01-01T20:39:47,49.37622,-123.27147,0.0,134.3
6453421,316001251,2019-01-01T20:46:18,49.37622,-123.27146,0.0,351.4
6456853,316001251,2019-01-01T20:47:28,49.37622,-123.27146,0.0,56.7
6464688,316001251,2019-01-01T20:49:08,49.37622,-123.27146,0.0,144.3
6478647,316001251,2019-01-01T20:52:08,49.37622,-123.27146,0.0,292.8
6489062,316001251,2019-01-01T20:53:36,49.37622,-123.27147,0.0,20.5
6494597,316001251,2019-01-01T20:55:17,49.37622,-123.27147,0.0,49.6
6500631,316001251,2019-01-01T20:50:37,49.37622,-123.27146,0.0,317.1
6502256,316001251,2019-01-01T20:56:36,49.37622,-123.27147,0.0,306.5
6514819,316001251,2019-01-01T20:57:58,49.37622,-123.27147,0.0,71.0
6521204,316001251,2019-01-01T20:59:16,49.37621,-123.27147,0.0,44.2
6530953,316001251,2019-01-01T21:00:16,49.37621,-123.27147,0.0,186.9
6536360,316001251,2019-01-01T21:01:57,49.37622,-123.27147,0.0,306.0
6542553,316001251,2019-01-01T21:03:07,49.37622,-123.27147,0.0,148.6
6547938,316001251,2019-01-01T21:04:10,49.37699,-123.27142,0.0,19.5
6561804,316001251,2019-01-01T21:06:37,49.37711,-123.27152,2.2,2.5
6566696,316001251,2019-01-01T21:05:28,49.377,-123.27149,0.2,269.0
6572590,316001251,2019-01-01T21:08:08,49.38059,-123.27111,13.8,2.8
6577786,316001251,2019-01-01T21:09:11,49.38465,-123.273,15.6,318.0
6581032,316001251,2019-01-01T21:10:13,49.38648,-123.27952,17.2,274.2
6587411,316001251,2019-01-01T21:11:17,49.38569,-123.28762,19.2,252.3
6592289,316001251,2019-01-01T21:12:27,49.38289,-123.29629,19.7,236.1
6598401,316001251,2019-01-01T21:13:29,49.37916,-123.303,19.8,223.6
6601519,316001251,2019-01-01T21:14:39,49.37417,-123.30866,17.0,210.8
6610952,316001251,2019-01-01T21:15:53,49.37021,-123.31196,11.7,208.4
6615402,316001251,2019-01-01T21:17:03,49.36655,-123.31504,14.5,207.6
6627811,316001251,2019-01-01T21:18:06,49.36234,-123.31861,18.3,208.8
6632399,316001251,2019-01-01T21:19:18,49.35673,-123.32336,19.7,209.4
6638026,316001251,2019-01-01T21:20:27,49.35117,-123.32802,19.9,209.7
6644920,316001251,2019-01-01T21:21:29,49.34621,-123.33232,19.5,215.5
6651309,316001251,2019-01-01T21:22:39,49.34193,-123.33956,19.8,228.7
6656341,316001251,2019-01-01T21:23:41,49.33824,-123.34606,19.9,228.8
6661116,316001251,2019-01-01T21:24:51,49.3339,-123.35361,19.9,229.2
6670535,316001251,2019-01-01T21:25:53,49.33033,-123.36042,19.5,240.3
6671741,316001251,2019-01-01T21:27:00,49.32775,-123.36877,19.8,249.7
6676524,316001251,2019-01-01T21:28:03,49.32608,-123.37731,20.2,252.9
6688059,316001251,2019-01-01T21:29:05,49.32449,-123.38598,20.2,254.1
6698091,316001251,2019-01-01T21:31:18,49.32117,-123.40416,20.1,255.2
6704279,316001251,2019-01-01T21:32:27,49.31947,-123.41368,20.2,254.2
6705267,316001251,2019-01-01T21:30:15,49.32273,-123.39562,20.2,254.2
6709604,316001251,2019-01-01T21:33:29,49.31795,-123.42223,20.2,253.8
6717356,316001251,2019-01-01T21:34:39,49.31618,-123.43189,20.2,254.8
6737370,316001251,2019-01-01T21:35:41,49.31454,-123.44056,20.1,254.2
6738149,316001251,2019-01-01T21:36:51,49.31267,-123.45019,20.3,253.3
6738852,316001251,2019-01-01T21:37:54,49.31103,-123.4587,20.2,252.2
6744170,316001251,2019-01-01T21:39:04,49.30914,-123.46826,20.2,252.8
6747938,316001251,2019-01-01T21:40:05,49.30757,-123.47663,20.0,259.4
6753351,316001251,2019-01-01T21:41:15,49.3065,-123.48643,20.1,260.8
6760309,316001251,2019-01-01T21:42:17,49.30552,-123.49512,20.0,261.0
6764450,316001251,2019-01-01T21:43:29,49.30443,-123.50533,20.0,261.3
6771795,316001251,2019-01-01T21:44:39,49.3034,-123.51512,20.0,261.3
6773779,316001251,2019-01-01T21:45:42,49.30254,-123.52379,19.9,261.2
6781548,316001251,2019-01-01T21:46:51,49.30161,-123.53352,19.8,261.1
6795676,316001251,2019-01-01T21:47:53,49.30082,-123.5421,19.7,260.9
6798252,316001251,2019-01-01T21:49:05,49.29987,-123.55202,19.6,260.8
6804705,316001251,2019-01-01T21:50:15,49.29894,-123.56163,19.6,261.5
6811800,316001251,2019-01-01T21:51:16,49.29812,-123.56985,19.5,262.5
6820460,316001251,2019-01-01T21:52:17,49.29657,-123.57795,19.3,238.5
6822950,316001251,2019-01-01T21:53:27,49.29341,-123.5861,19.5,239.7
6828256,316001251,2019-01-01T21:54:29,49.29088,-123.59371,19.5,242.9
6835588,316001251,2019-01-01T21:55:40,49.28806,-123.60251,19.5,244.6
6840721,316001251,2019-01-01T21:56:51,49.28519,-123.61128,19.4,244.0
6845015,316001251,2019-01-01T21:57:54,49.28268,-123.61906,19.5,242.5
6850967,316001251,2019-01-01T21:59:04,49.27988,-123.6277,19.5,243.1
6862195,316001251,2019-01-01T22:00:27,49.27653,-123.63805,19.5,242.7
6866494,316001251,2019-01-01T22:01:29,49.27412,-123.64557,19.3,244.5
6874987,316001251,2019-01-01T22:02:40,49.2713,-123.65428,19.3,245.1
6879836,316001251,2019-01-01T22:03:42,49.26898,-123.66196,19.1,249.0
6881814,316001251,2019-01-01T22:05:53,49.26479,-123.67864,19.2,249.0
6886609,316001251,2019-01-01T22:04:51,49.26678,-123.67073,19.3,249.2
6896789,316001251,2019-01-01T22:07:03,49.26252,-123.6877,19.4,248.5
6901824,316001251,2019-01-01T22:08:05,49.26058,-123.6955,19.4,247.5
6905058,316001251,2019-01-01T22:09:16,49.25791,-123.70437,19.3,246.0
6915607,316001251,2019-01-01T22:10:17,49.25554,-123.71205,19.3,245.1
6923765,316001251,2019-01-01T22:11:27,49.25294,-123.72062,19.4,244.2
6925553,316001251,2019-01-01T22:12:30,49.25058,-123.72844,19.3,245.9
6932819,316001251,2019-01-01T22:13:39,49.24795,-123.73715,19.3,246.2
6938022,316001251,2019-01-01T22:14:42,49.24579,-123.74494,18.9,255.6
6944421,316001251,2019-01-01T22:16:03,49.24441,-123.75587,19.4,259.4
6946684,316001251,2019-01-01T22:17:05,49.24343,-123.76415,19.6,258.8
6962031,316001251,2019-01-01T22:19:39,49.24096,-123.7853,19.6,260.1
6966406,316001251,2019-01-01T22:18:18,49.24227,-123.77409,19.6,260.0
6974852,316001251,2019-01-01T22:20:51,49.23978,-123.79515,19.6,260.7
6978542,316001251,2019-01-01T22:22:03,49.23861,-123.80503,19.7,260.4
6983006,316001251,2019-01-01T22:23:15,49.23746,-123.81493,19.8,259.5
6993533,316001251,2019-01-01T22:24:30,49.23629,-123.82513,19.8,259.1
7000942,316001251,2019-01-01T22:25:53,49.23497,-123.83668,19.8,259.5
7004066,316001251,2019-01-01T22:27:03,49.23389,-123.84629,19.7,259.9
7008106,316001251,2019-01-01T22:28:05,49.23279,-123.85461,19.7,253.4
7014780,316001251,2019-01-01T22:29:17,49.23078,-123.86433,19.8,251.7
7026162,316001251,2019-01-01T22:30:28,49.22884,-123.87364,19.7,252.5
7031471,316001251,2019-01-01T22:31:29,49.22707,-123.88187,19.7,253.7
7036412,316001251,2019-01-01T22:32:39,49.22516,-123.89107,19.7,253.1
7041501,316001251,2019-01-01T22:33:42,49.22345,-123.89946,19.7,248.7
7052303,316001251,2019-01-01T22:35:52,49.21596,-123.91319,19.6,226.2
7057279,316001251,2019-01-01T22:36:53,49.2124,-123.91955,19.0,240.7
7063970,316001251,2019-01-01T22:38:03,49.21002,-123.92844,19.5,248.1
7071522,316001251,2019-01-01T22:39:53,49.20627,-123.94232,19.1,245.5
7077538,316001251,2019-01-01T22:34:45,49.22009,-123.90658,19.5,226.8
7085424,316001251,2019-01-01T22:41:29,49.2035,-123.95111,11.3,242.9
7097174,316001251,2019-01-01T22:43:54,49.19726,-123.95538,8.0,178.8
7101344,316001251,2019-01-01T22:45:00,49.19524,-123.95536,5.4,178.6
7106837,316001251,2019-01-01T22:42:33,49.20109,-123.95477,11.6,204.1
7108017,316001251,2019-01-01T22:46:22,49.19396,-123.95537,1.4,179.9
7119720,316001251,2019-01-01T22:48:21,49.1937,-123.95538,0.0,35.4
7123898,316001251,2019-01-01T22:49:32,49.1937,-123.95538,0.0,135.4
7131868,316001251,2019-01-01T22:50:42,49.1937,-123.95538,0.0,168.2
7144323,316001251,2019-01-01T22:52:21,49.1937,-123.95538,0.0,214.5
7153790,316001251,2019-01-01T22:54:11,49.1937,-123.95538,0.0,194.6
7161732,316001251,2019-01-01T22:55:40,49.1937,-123.95538,0.0,133.1
7177535,316001251,2019-01-01T22:58:41,49.19371,-123.95538,0.0,264.5
7185865,316001251,2019-01-01T23:00:41,49.19371,-123.95539,0.0,76.3
7192131,316001251,2019-01-01T22:56:41,49.1937,-123.95538,0.0,63.6
7200774,316001251,2019-01-01T23:02:42,49.19371,-123.95539,0.0,200.5
7212220,316001251,2019-01-01T23:04:42,49.19371,-123.95538,0.0,65.0
7218516,316001251,2019-01-01T23:06:00,49.19371,-123.95539,0.0,106.5
7225912,316001251,2019-01-01T23:07:10,49.19371,-123.95539,0.0,302.1
7231852,316001251,2019-01-01T23:08:32,49.19371,-123.95539,0.0,269.7
7239194,316001251,2019-01-01T23:09:42,49.19371,-123.95539,0.0,317.0
7243715,316001251,2019-01-01T23:10:52,49.19371,-123.95539,0.0,40.6
7247972,316001251,2019-01-01T23:12:01,49.19371,-123.95539,0.0,177.8
7260494,316001251,2019-01-01T23:13:40,49.1937,-123.95539,0.0,341.1
7266928,316001251,2019-01-01T23:14:41,49.1937,-123.95539,0.0,70.8
7273494,316001251,2019-01-01T23:16:10,49.1937,-123.95539,0.0,122.6
7281651,316001251,2019-01-01T23:17:32,49.1937,-123.95539,0.0,278.2
7294118,316001251,2019-01-01T23:20:28,49.19445,-123.95556,0.0,232.9
7295866,316001251,2019-01-01T23:21:42,49.19445,-123.95556,0.0,109.1
7307145,316001251,2019-01-01T23:18:50,49.1937,-123.95539,0.0,1.6
7312561,316001251,2019-01-01T23:23:11,49.19522,-123.95552,6.0,359.7
7317922,316001251,2019-01-01T23:24:17,49.19837,-123.95555,13.9,6.7
7323564,316001251,2019-01-01T23:25:21,49.20238,-123.95244,16.7,46.6
7331077,316001251,2019-01-01T23:27:15,49.20721,-123.93953,19.0,62.7
7339141,316001251,2019-01-01T23:28:21,49.21002,-123.93155,19.3,58.5
7343044,316001251,2019-01-01T23:29:27,49.2131,-123.92397,19.1,60.1
7350465,316001251,2019-01-01T23:30:33,49.2163,-123.9161,19.6,58.1
7356185,316001251,2019-01-01T23:31:39,49.21937,-123.90832,19.3,57.7
7367542,316001251,2019-01-01T23:32:40,49.22215,-123.90117,19.2,66.0
7371615,316001251,2019-01-01T23:34:09,49.22393,-123.88945,19.0,77.9
7376748,316001251,2019-01-01T23:35:27,49.22532,-123.87905,19.3,79.2
7381695,316001251,2019-01-01T23:36:33,49.22655,-123.87024,19.4,77.5
7386563,316001251,2019-01-01T23:37:35,49.22803,-123.86222,18.9,64.4
7393941,316001251,2019-01-01T23:38:39,49.23061,-123.8544,19.6,64.4
7396570,316001251,2019-01-01T23:39:52,49.23355,-123.84555,19.4,62.6
7402868,316001251,2019-01-01T23:40:57,49.2361,-123.83759,17.1,63.2
7408789,316001251,2019-01-01T23:42:03,49.23822,-123.83121,14.2,63.8
7416369,316001251,2019-01-01T23:43:04,49.23991,-123.82599,13.4,62.8
7425210,316001251,2019-01-01T23:44:09,49.24174,-123.82061,13.0,65.5
7431164,316001251,2019-01-01T23:45:15,49.24323,-123.81486,13.0,70.5
7439463,316001251,2019-01-01T23:46:27,49.24438,-123.80749,17.6,80.9
7441365,316001251,2019-01-01T23:47:33,49.24517,-123.79866,19.3,82.0
7446598,316001251,2019-01-01T23:48:40,49.24586,-123.78965,19.4,84.4
7450224,316001251,2019-01-01T23:49:45,49.24656,-123.78074,19.2,82.1
7454806,316001251,2019-01-01T23:50:58,49.24752,-123.77108,19.1,77.7
7474412,316001251,2019-01-01T23:53:27,49.25029,-123.75101,19.4,78.6
7479126,316001251,2019-01-01T23:52:09,49.24877,-123.76157,19.3,78.7
7480773,316001251,2019-01-01T23:54:39,49.25154,-123.74148,19.3,77.5
7485468,316001251,2019-01-01T23:55:45,49.25273,-123.73248,19.4,79.3
7492358,316001251,2019-01-01T23:56:51,49.25394,-123.7238,19.3,77.6
7495300,316001251,2019-01-01T23:57:57,49.25507,-123.71491,19.3,78.5
7504627,316001251,2019-01-01T23:59:03,49.25631,-123.7061,19.4,78.9
